hpo_id	hpo_name	gene_id
HP:0000007	Autosomal recessive inheritance	50515
HP:0000006	Autosomal dominant inheritance	7384
HP:0001250	Seizure	50651
HP:0001263	Global developmental delay	8036
HP:0003593	Infantile onset	5551
HP:0002783	Recurrent lower respiratory tract infections	92344
HP:0001250	Seizure	2475
HP:0000007	Autosomal recessive inheritance	2531
HP:0003593	Infantile onset	641
HP:0000007	Autosomal recessive inheritance	84720
HP:0001250	Seizure	57520
HP:0003496	Increased circulating IgM level	8517
HP:0001508	Failure to thrive	4792
HP:0001508	Failure to thrive	8517
HP:0000007	Autosomal recessive inheritance	11077
HP:0001903	Anemia	5568
HP:0003593	Infantile onset	8869
HP:0001263	Global developmental delay	501
HP:0003621	Juvenile onset	150274
HP:0001945	Fever	5621
HP:0003621	Juvenile onset	5376
HP:0001250	Seizure	9326
HP:0001250	Seizure	547
HP:0000007	Autosomal recessive inheritance	25861
HP:0000007	Autosomal recessive inheritance	93650
HP:0001903	Anemia	10667
HP:0001250	Seizure	9442
HP:0003593	Infantile onset	79158
HP:0000007	Autosomal recessive inheritance	4649
HP:0001250	Seizure	8242
HP:0000007	Autosomal recessive inheritance	94137
HP:0000006	Autosomal dominant inheritance	1302
HP:0000006	Autosomal dominant inheritance	80207
HP:0000006	Autosomal dominant inheritance	3236
HP:0003593	Infantile onset	3756
HP:0003621	Juvenile onset	27199
HP:0000007	Autosomal recessive inheritance	5479
HP:0001250	Seizure	6595
HP:0000006	Autosomal dominant inheritance	29894
HP:0000007	Autosomal recessive inheritance	491
HP:0000007	Autosomal recessive inheritance	64072
HP:0001508	Failure to thrive	51102
HP:0001263	Global developmental delay	2683
HP:0000006	Autosomal dominant inheritance	2535
HP:0000007	Autosomal recessive inheritance	89765
HP:0001250	Seizure	123263
HP:0003593	Infantile onset	57498
HP:0003621	Juvenile onset	7275
HP:0001250	Seizure	10559
HP:0011274	Recurrent mycobacterial infections	6772
HP:0000083	Renal insufficiency	2628
HP:0001824	Weight loss	1962
HP:0001824	Weight loss	6569
HP:0001824	Weight loss	137682
HP:0001744	Splenomegaly	2811
HP:0000007	Autosomal recessive inheritance	4035
HP:0000007	Autosomal recessive inheritance	5092
HP:0000007	Autosomal recessive inheritance	977
HP:0001250	Seizure	91875
HP:0001419	X-linked recessive inheritance	7317
HP:0001250	Seizure	7750
HP:0000083	Renal insufficiency	3931
HP:0003829	Typified by incomplete penetrance	6785
HP:0003621	Juvenile onset	1053
HP:0001250	Seizure	50943
HP:0000007	Autosomal recessive inheritance	5995
HP:0001263	Global developmental delay	4747
HP:0001250	Seizure	9373
HP:0001250	Seizure	200205
HP:0000007	Autosomal recessive inheritance	1301
HP:0001263	Global developmental delay	8676
HP:0003621	Juvenile onset	5261
HP:0002240	Hepatomegaly	5256
HP:0001263	Global developmental delay	5261
HP:0000100	Nephrotic syndrome	3675
HP:0003496	Increased circulating IgM level	56160
HP:0000007	Autosomal recessive inheritance	6524
HP:0000006	Autosomal dominant inheritance	176
HP:0001263	Global developmental delay	81555
HP:0002135	Basal ganglia calcification	2625
HP:0001250	Seizure	160418
HP:0000006	Autosomal dominant inheritance	3835
HP:0003593	Infantile onset	4677
HP:0000006	Autosomal dominant inheritance	6347
HP:0000006	Autosomal dominant inheritance	6862
HP:0000006	Autosomal dominant inheritance	57216
HP:0000006	Autosomal dominant inheritance	80199
HP:0000006	Autosomal dominant inheritance	81839
HP:0003593	Infantile onset	23394
HP:0001250	Seizure	410
HP:0001250	Seizure	5660
HP:0000007	Autosomal recessive inheritance	1491
HP:0003593	Infantile onset	85021
HP:0001250	Seizure	1376
HP:0001250	Seizure	3265
HP:0001250	Seizure	3845
HP:0002514	Cerebral calcification	4893
HP:0011463	Childhood onset	5159
HP:0003621	Juvenile onset	2778
HP:0002384	Focal impaired awareness seizure	3747
HP:0003565	Elevated erythrocyte sedimentation rate	114548
HP:0000007	Autosomal recessive inheritance	1836
HP:0002240	Hepatomegaly	3557
HP:0000007	Autosomal recessive inheritance	953
HP:0000083	Renal insufficiency	9380
HP:0001250	Seizure	57511
HP:0003621	Juvenile onset	51204
HP:0001250	Seizure	4668
HP:0003621	Juvenile onset	26525
HP:0003565	Elevated erythrocyte sedimentation rate	130340
HP:0003593	Infantile onset	5728
HP:0000729	Autistic behavior	220296
HP:0003593	Infantile onset	65217
HP:0001250	Seizure	3020
HP:0002135	Basal ganglia calcification	9213
HP:0000006	Autosomal dominant inheritance	4233
HP:0000007	Autosomal recessive inheritance	11190
HP:0003593	Infantile onset	1352
HP:0003621	Juvenile onset	55775
HP:0001250	Seizure	138050
HP:0000007	Autosomal recessive inheritance	2162
HP:0000007	Autosomal recessive inheritance	84515
HP:0011463	Childhood onset	5297
HP:0001263	Global developmental delay	8379
HP:0001250	Seizure	284439
HP:0000969	Edema	51002
HP:0001250	Seizure	51319
HP:0001250	Seizure	22934
HP:0002783	Recurrent lower respiratory tract infections	4261
HP:0002783	Recurrent lower respiratory tract infections	5993
HP:0002783	Recurrent lower respiratory tract infections	5994
HP:0002783	Recurrent lower respiratory tract infections	8625
HP:0000007	Autosomal recessive inheritance	345895
HP:0001250	Seizure	10456
HP:0011463	Childhood onset	7424
HP:0001250	Seizure	26137
HP:0001263	Global developmental delay	2074
HP:0003593	Infantile onset	122553
HP:0000006	Autosomal dominant inheritance	27286
HP:0001250	Seizure	2903
HP:0001508	Failure to thrive	3291
HP:0000006	Autosomal dominant inheritance	2202
HP:0000007	Autosomal recessive inheritance	2027
HP:0003593	Infantile onset	29887
HP:0005575	Hemolytic-uremic syndrome	7056
HP:0001250	Seizure	4512
HP:0001250	Seizure	4513
HP:0001250	Seizure	4514
HP:0001250	Seizure	4535
HP:0001250	Seizure	4538
HP:0001250	Seizure	4540
HP:0001250	Seizure	4541
HP:0001250	Seizure	4558
HP:0001250	Seizure	4564
HP:0001250	Seizure	4567
HP:0001250	Seizure	4572
HP:0001250	Seizure	4575
HP:0001250	Seizure	4578
HP:0002135	Basal ganglia calcification	4574
HP:0001263	Global developmental delay	22856
HP:0001250	Seizure	26038
HP:0000006	Autosomal dominant inheritance	3000
HP:0001263	Global developmental delay	11023
HP:0001250	Seizure	8803
HP:0003593	Infantile onset	54790
HP:0001250	Seizure	79133
HP:0000007	Autosomal recessive inheritance	730
HP:0003593	Infantile onset	7436
HP:0001250	Seizure	26040
HP:0000007	Autosomal recessive inheritance	1439
HP:0003621	Juvenile onset	151648
HP:0000007	Autosomal recessive inheritance	56603
HP:0000006	Autosomal dominant inheritance	9562
HP:0000006	Autosomal dominant inheritance	57522
HP:0003829	Typified by incomplete penetrance	6495
HP:0000083	Renal insufficiency	2138
HP:0000083	Renal insufficiency	6495
HP:0000083	Renal insufficiency	147912
HP:0011463	Childhood onset	8575
HP:0000007	Autosomal recessive inheritance	90993
HP:0000006	Autosomal dominant inheritance	6885
HP:0000007	Autosomal recessive inheritance	2651
HP:0011463	Childhood onset	3551
HP:0000006	Autosomal dominant inheritance	105259599
HP:0000006	Autosomal dominant inheritance	348
HP:0000007	Autosomal recessive inheritance	5351
HP:0003593	Infantile onset	51608
HP:0001522	Death in infancy	1861
HP:0000007	Autosomal recessive inheritance	123264
HP:0002014	Diarrhea	9420
HP:0000006	Autosomal dominant inheritance	5077
HP:0001263	Global developmental delay	79576
HP:0000007	Autosomal recessive inheritance	242
HP:0000007	Autosomal recessive inheritance	59344
HP:0000100	Nephrotic syndrome	3913
HP:0001250	Seizure	25914
HP:0003593	Infantile onset	2324
HP:0003593	Infantile onset	3791
HP:0003593	Infantile onset	84168
HP:0000007	Autosomal recessive inheritance	1075
HP:0000006	Autosomal dominant inheritance	4854
HP:0000006	Autosomal dominant inheritance	84699
HP:0003621	Juvenile onset	388551
HP:0001250	Seizure	1024
HP:0001903	Anemia	2624
HP:0003593	Infantile onset	5962
HP:0001263	Global developmental delay	6844
HP:0000100	Nephrotic syndrome	396
HP:0003593	Infantile onset	5167
HP:0011463	Childhood onset	5660
HP:0003593	Infantile onset	1376
HP:0001250	Seizure	7965
HP:0001263	Global developmental delay	6650
HP:0003593	Infantile onset	523
HP:0003565	Elevated erythrocyte sedimentation rate	64127
HP:0000006	Autosomal dominant inheritance	7007
HP:0000006	Autosomal dominant inheritance	4023
HP:0001419	X-linked recessive inheritance	554
HP:0001250	Seizure	4330
HP:0011463	Childhood onset	6331
HP:0011463	Childhood onset	3848
HP:0001263	Global developmental delay	23732
HP:0000006	Autosomal dominant inheritance	85366
HP:0003593	Infantile onset	79977
HP:0001250	Seizure	23221
HP:0000006	Autosomal dominant inheritance	126695
HP:0003593	Infantile onset	56652
HP:0000007	Autosomal recessive inheritance	9313
HP:0002840	Lymphadenitis	4688
HP:0000007	Autosomal recessive inheritance	2103
HP:0001250	Seizure	284184
HP:0002113	Pulmonary infiltrates	254428
HP:0001250	Seizure	5283
HP:0000007	Autosomal recessive inheritance	3612
HP:0011897	Neutrophilia	5880
HP:0003593	Infantile onset	6499
HP:0002721	Immunodeficiency	9652
HP:0001263	Global developmental delay	6499
HP:0001903	Anemia	3458
HP:0002719	Recurrent infections	5551
HP:0002719	Recurrent infections	7012
HP:0002719	Recurrent infections	7015
HP:0000007	Autosomal recessive inheritance	1363
HP:0002840	Lymphadenitis	5880
HP:0000007	Autosomal recessive inheritance	2876
HP:0003593	Infantile onset	9997
HP:0000007	Autosomal recessive inheritance	11107
HP:0011463	Childhood onset	23418
HP:0000007	Autosomal recessive inheritance	51151
HP:0000007	Autosomal recessive inheritance	5792
HP:0002783	Recurrent lower respiratory tract infections	4860
HP:0003593	Infantile onset	2984
HP:0003073	Hypoalbuminemia	1828
HP:0003593	Infantile onset	8322
HP:0001250	Seizure	83696
HP:0000006	Autosomal dominant inheritance	5625
HP:0100702	Arachnoid cyst	8481
HP:0003593	Infantile onset	79628
HP:0001250	Seizure	63932
HP:0001250	Seizure	9894
HP:0000006	Autosomal dominant inheritance	3859
HP:0001263	Global developmental delay	11311
HP:0003621	Juvenile onset	51778
HP:0001250	Seizure	445
HP:0001250	Seizure	2911
HP:0000007	Autosomal recessive inheritance	5145
HP:0000007	Autosomal recessive inheritance	10660
HP:0000006	Autosomal dominant inheritance	4171
HP:0001250	Seizure	6182
HP:0000007	Autosomal recessive inheritance	81620
HP:0003829	Typified by incomplete penetrance	5307
HP:0001250	Seizure	55217
HP:0000007	Autosomal recessive inheritance	10133
HP:0001263	Global developmental delay	7025
HP:0000006	Autosomal dominant inheritance	79628
HP:0011463	Childhood onset	54808
HP:0001522	Death in infancy	9321
HP:0000007	Autosomal recessive inheritance	1414
HP:0000007	Autosomal recessive inheritance	54903
HP:0000006	Autosomal dominant inheritance	147912
HP:0001263	Global developmental delay	6655
HP:0011463	Childhood onset	339453
HP:0001508	Failure to thrive	2746
HP:0003621	Juvenile onset	2010
HP:0000006	Autosomal dominant inheritance	50717
HP:0003593	Infantile onset	2571
HP:0003829	Typified by incomplete penetrance	773
HP:0000083	Renal insufficiency	2184
HP:0001873	Thrombocytopenia	64376
HP:0000006	Autosomal dominant inheritance	4087
HP:0000007	Autosomal recessive inheritance	9091
HP:0002240	Hepatomegaly	285362
HP:0001508	Failure to thrive	4153
HP:0000007	Autosomal recessive inheritance	6491
HP:0001250	Seizure	84466
HP:0003621	Juvenile onset	402381
HP:0001250	Seizure	80704
HP:0000007	Autosomal recessive inheritance	5889
HP:0000006	Autosomal dominant inheritance	25836
HP:0000007	Autosomal recessive inheritance	54982
HP:0001263	Global developmental delay	55325
HP:0000006	Autosomal dominant inheritance	10935
HP:0000006	Autosomal dominant inheritance	3329
HP:0005575	Hemolytic-uremic syndrome	629
HP:0000007	Autosomal recessive inheritance	10606
HP:0000006	Autosomal dominant inheritance	79053
HP:0011463	Childhood onset	518
HP:0000007	Autosomal recessive inheritance	284111
HP:0000007	Autosomal recessive inheritance	1103
HP:0001250	Seizure	28962
HP:0001263	Global developmental delay	28962
HP:0000006	Autosomal dominant inheritance	400916
HP:0000006	Autosomal dominant inheritance	841
HP:0000006	Autosomal dominant inheritance	1326
HP:0000006	Autosomal dominant inheritance	1956
HP:0000006	Autosomal dominant inheritance	3659
HP:0000006	Autosomal dominant inheritance	5002
HP:0000006	Autosomal dominant inheritance	5519
HP:0001744	Splenomegaly	5290
HP:0000007	Autosomal recessive inheritance	7051
HP:0000007	Autosomal recessive inheritance	29969
HP:0002240	Hepatomegaly	7468
HP:0000007	Autosomal recessive inheritance	5130
HP:0000006	Autosomal dominant inheritance	1634
HP:0001522	Death in infancy	4632
HP:0000006	Autosomal dominant inheritance	29110
HP:0000006	Autosomal dominant inheritance	5139
HP:0000007	Autosomal recessive inheritance	767
HP:0003593	Infantile onset	8292
HP:0000007	Autosomal recessive inheritance	3621
HP:0000007	Autosomal recessive inheritance	8795
HP:0000006	Autosomal dominant inheritance	9935
HP:0001250	Seizure	1123
HP:0001250	Seizure	9935
HP:0001250	Seizure	57167
HP:0003621	Juvenile onset	2492
HP:0000007	Autosomal recessive inheritance	5321
HP:0003593	Infantile onset	55975
HP:0001263	Global developmental delay	4920
HP:0001522	Death in infancy	64359
HP:0000006	Autosomal dominant inheritance	10117
HP:0003621	Juvenile onset	4358
HP:0001250	Seizure	2741
HP:0001250	Seizure	10243
HP:0001250	Seizure	2743
HP:0001250	Seizure	9152
HP:0001250	Seizure	84896
HP:0003593	Infantile onset	340533
HP:0000006	Autosomal dominant inheritance	1376
HP:0001263	Global developmental delay	1009
HP:0000007	Autosomal recessive inheritance	1910
HP:0001250	Seizure	29123
HP:0003829	Typified by incomplete penetrance	6496
HP:0000006	Autosomal dominant inheritance	1471
HP:0002240	Hepatomegaly	8647
HP:0001250	Seizure	4524
HP:0001263	Global developmental delay	6234
HP:0000007	Autosomal recessive inheritance	201134
HP:0000007	Autosomal recessive inheritance	7084
HP:0000007	Autosomal recessive inheritance	2248
HP:0003621	Juvenile onset	1293
HP:0011463	Childhood onset	5148
HP:0000007	Autosomal recessive inheritance	64220
HP:0001508	Failure to thrive	5915
HP:0001508	Failure to thrive	7477
HP:0001250	Seizure	4929
HP:0000007	Autosomal recessive inheritance	116150
HP:0000007	Autosomal recessive inheritance	4157
HP:0000007	Autosomal recessive inheritance	4948
HP:0000007	Autosomal recessive inheritance	10613
HP:0002384	Focal impaired awareness seizure	85440
HP:0001508	Failure to thrive	21
HP:0003621	Juvenile onset	113457
HP:0003621	Juvenile onset	29110
HP:0000006	Autosomal dominant inheritance	2259
HP:0003593	Infantile onset	348980
HP:0001263	Global developmental delay	9080
HP:0001263	Global developmental delay	5594
HP:0000007	Autosomal recessive inheritance	5396
HP:0001250	Seizure	54936
HP:0011463	Childhood onset	10459
HP:0000006	Autosomal dominant inheritance	54795
HP:0001508	Failure to thrive	1583
HP:0003621	Juvenile onset	10594
HP:0003593	Infantile onset	2697
HP:0003593	Infantile onset	7138
HP:0001873	Thrombocytopenia	2624
HP:0000007	Autosomal recessive inheritance	5106
HP:0001263	Global developmental delay	60528
HP:0001250	Seizure	84231
HP:0001250	Seizure	256297
HP:0002783	Recurrent lower respiratory tract infections	10892
HP:0001508	Failure to thrive	1594
HP:0001508	Failure to thrive	120227
HP:0001744	Splenomegaly	1594
HP:0002783	Recurrent lower respiratory tract infections	79989
HP:0001250	Seizure	57731
HP:0001250	Seizure	229
HP:0000006	Autosomal dominant inheritance	23418
HP:0000006	Autosomal dominant inheritance	4148
HP:0001250	Seizure	5058
HP:0001250	Seizure	23314
HP:0000007	Autosomal recessive inheritance	6890
HP:0000007	Autosomal recessive inheritance	6891
HP:0000007	Autosomal recessive inheritance	6892
HP:0000006	Autosomal dominant inheritance	4635
HP:0001250	Seizure	2483
HP:0000007	Autosomal recessive inheritance	283417
HP:0000006	Autosomal dominant inheritance	4638
HP:0003621	Juvenile onset	4053
HP:0011463	Childhood onset	6121
HP:0001263	Global developmental delay	6307
HP:0000007	Autosomal recessive inheritance	8642
HP:0000006	Autosomal dominant inheritance	54800
HP:0011463	Childhood onset	54014
HP:0000007	Autosomal recessive inheritance	340990
HP:0011463	Childhood onset	5155
HP:0003621	Juvenile onset	64601
HP:0002240	Hepatomegaly	1080
HP:0002240	Hepatomegaly	2212
HP:0002240	Hepatomegaly	7040
HP:0001508	Failure to thrive	1084
HP:0001508	Failure to thrive	1909
HP:0001508	Failure to thrive	2729
HP:0001508	Failure to thrive	2947
HP:0001508	Failure to thrive	3077
HP:0001508	Failure to thrive	3162
HP:0001508	Failure to thrive	3783
HP:0001508	Failure to thrive	4282
HP:0001508	Failure to thrive	4680
HP:0001508	Failure to thrive	5265
HP:0001508	Failure to thrive	6550
HP:0001508	Failure to thrive	6556
HP:0001508	Failure to thrive	6804
HP:0001508	Failure to thrive	11254
HP:0001508	Failure to thrive	22802
HP:0001508	Failure to thrive	51164
HP:0001508	Failure to thrive	115019
HP:0001419	X-linked recessive inheritance	6567
HP:0000007	Autosomal recessive inheritance	4353
HP:0001250	Seizure	7204
HP:0002384	Focal impaired awareness seizure	2904
HP:0000006	Autosomal dominant inheritance	7168
HP:0000006	Autosomal dominant inheritance	2776
HP:0003621	Juvenile onset	80216
HP:0002135	Basal ganglia calcification	58494
HP:0001522	Death in infancy	84992
HP:0000007	Autosomal recessive inheritance	9896
HP:0001263	Global developmental delay	55697
HP:0002240	Hepatomegaly	4607
HP:0001263	Global developmental delay	55526
HP:0000007	Autosomal recessive inheritance	2642
HP:0001263	Global developmental delay	22871
HP:0000007	Autosomal recessive inheritance	219285
HP:0001250	Seizure	84342
HP:0000006	Autosomal dominant inheritance	51053
HP:0000006	Autosomal dominant inheritance	4088
HP:0001263	Global developmental delay	5649
HP:0001250	Seizure	54820
HP:0002514	Cerebral calcification	10300
HP:0003593	Infantile onset	161582
HP:0000007	Autosomal recessive inheritance	283310
HP:0003593	Infantile onset	23524
HP:0100702	Arachnoid cyst	23258
HP:0003621	Juvenile onset	55034
HP:0000006	Autosomal dominant inheritance	56916
HP:0003593	Infantile onset	10021
HP:0001250	Seizure	2702
HP:0001250	Seizure	2703
HP:0001250	Seizure	158
HP:0001250	Seizure	55906
HP:0000007	Autosomal recessive inheritance	83990
HP:0002716	Lymphadenopathy	3559
HP:0001250	Seizure	10102
HP:0000006	Autosomal dominant inheritance	5318
HP:0001263	Global developmental delay	2582
HP:0000007	Autosomal recessive inheritance	7498
HP:0000006	Autosomal dominant inheritance	23509
HP:0001250	Seizure	10381
HP:0001250	Seizure	5430
HP:0003593	Infantile onset	3852
HP:0002202	Pleural effusion	650
HP:0002202	Pleural effusion	3077
HP:0002240	Hepatomegaly	654
HP:0001263	Global developmental delay	7157
HP:0001903	Anemia	5660
HP:0002014	Diarrhea	710
HP:0000007	Autosomal recessive inheritance	948
HP:0000006	Autosomal dominant inheritance	127534
HP:0002240	Hepatomegaly	51099
HP:0000006	Autosomal dominant inheritance	79966
HP:0003621	Juvenile onset	84868
HP:0000006	Autosomal dominant inheritance	7125
HP:0000007	Autosomal recessive inheritance	4438
HP:0001263	Global developmental delay	1487
HP:0000006	Autosomal dominant inheritance	4677
HP:0003593	Infantile onset	3060
HP:0000007	Autosomal recessive inheritance	2779
HP:0001250	Seizure	2464
HP:0001508	Failure to thrive	6523
HP:0001250	Seizure	10695
HP:0003593	Infantile onset	781
HP:0001250	Seizure	490
HP:0001263	Global developmental delay	1910
HP:0002240	Hepatomegaly	1716
HP:0000007	Autosomal recessive inheritance	5626
HP:0003621	Juvenile onset	727676
HP:0003621	Juvenile onset	6262
HP:0000006	Autosomal dominant inheritance	7276
HP:0003593	Infantile onset	27315
HP:0003593	Infantile onset	1355
HP:0000006	Autosomal dominant inheritance	7222
HP:0001250	Seizure	9692
HP:0000007	Autosomal recessive inheritance	199223
HP:0000007	Autosomal recessive inheritance	145258
HP:0001522	Death in infancy	3691
HP:0001522	Death in infancy	5339
HP:0000007	Autosomal recessive inheritance	5981
HP:0000006	Autosomal dominant inheritance	9217
HP:0001250	Seizure	5518
HP:0000007	Autosomal recessive inheritance	1340
HP:0011463	Childhood onset	80347
HP:0001250	Seizure	10588
HP:0011463	Childhood onset	55697
HP:0000006	Autosomal dominant inheritance	22900
HP:0000006	Autosomal dominant inheritance	2512
HP:0003593	Infantile onset	84617
HP:0003593	Infantile onset	10269
HP:0000006	Autosomal dominant inheritance	7450
HP:0000007	Autosomal recessive inheritance	126792
HP:0000006	Autosomal dominant inheritance	5459
HP:0001263	Global developmental delay	9775
HP:0000007	Autosomal recessive inheritance	2065
HP:0002719	Recurrent infections	2316
HP:0000007	Autosomal recessive inheritance	23268
HP:0003593	Infantile onset	23328
HP:0000006	Autosomal dominant inheritance	161742
HP:0001250	Seizure	80781
HP:0000083	Renal insufficiency	2074
HP:0002135	Basal ganglia calcification	1161
HP:0002014	Diarrhea	2072
HP:0002240	Hepatomegaly	2067
HP:0001250	Seizure	8905
HP:0001250	Seizure	92255
HP:0001250	Seizure	8813
HP:0000006	Autosomal dominant inheritance	8914
HP:0001250	Seizure	5575
HP:0000793	Membranoproliferative glomerulonephritis	1777
HP:0001250	Seizure	84081
HP:0000006	Autosomal dominant inheritance	4488
HP:0001263	Global developmental delay	7021
HP:0001250	Seizure	617
HP:0001263	Global developmental delay	83737
HP:0003621	Juvenile onset	718
HP:0000006	Autosomal dominant inheritance	57534
HP:0003593	Infantile onset	775
HP:0003593	Infantile onset	8789
HP:0000006	Autosomal dominant inheritance	8048
HP:0011463	Childhood onset	6575
HP:0000006	Autosomal dominant inheritance	2911
HP:0003593	Infantile onset	8929
HP:0001250	Seizure	627
HP:0001250	Seizure	1908
HP:0001250	Seizure	2668
HP:0001250	Seizure	10660
HP:0001250	Seizure	283446
HP:0011463	Childhood onset	11081
HP:0001263	Global developmental delay	894
HP:0003593	Infantile onset	374462
HP:0000006	Autosomal dominant inheritance	22873
HP:0003593	Infantile onset	2972
HP:0003593	Infantile onset	11014
HP:0000006	Autosomal dominant inheritance	25939
HP:0001263	Global developmental delay	2263
HP:0000006	Autosomal dominant inheritance	8792
HP:0000006	Autosomal dominant inheritance	2253
HP:0000007	Autosomal recessive inheritance	3914
HP:0011463	Childhood onset	10280
HP:0025435	Increased circulating lactate dehydrogenase concentration	9131
HP:0002240	Hepatomegaly	10068
HP:0002202	Pleural effusion	8216
HP:0001250	Seizure	4087
HP:0000007	Autosomal recessive inheritance	6513
HP:0000969	Edema	2073
HP:0000007	Autosomal recessive inheritance	431705
HP:0000007	Autosomal recessive inheritance	352909
HP:0001250	Seizure	6697
HP:0001250	Seizure	84168
HP:0001903	Anemia	2120
HP:0001250	Seizure	90522
HP:0000006	Autosomal dominant inheritance	54894
HP:0001894	Thrombocytosis	7040
HP:0003593	Infantile onset	27077
HP:0001250	Seizure	201163
HP:0001263	Global developmental delay	10743
HP:0000083	Renal insufficiency	5080
HP:0000007	Autosomal recessive inheritance	3973
HP:0000007	Autosomal recessive inheritance	10734
HP:0000007	Autosomal recessive inheritance	990
HP:0001250	Seizure	55617
HP:0001419	X-linked recessive inheritance	91851
HP:0003621	Juvenile onset	6742
HP:0000007	Autosomal recessive inheritance	7018
HP:0003829	Typified by incomplete penetrance	128674
HP:0000007	Autosomal recessive inheritance	439
HP:0003593	Infantile onset	8763
HP:0003593	Infantile onset	3570
HP:0001263	Global developmental delay	25782
HP:0001263	Global developmental delay	283446
HP:0001263	Global developmental delay	51091
HP:0001250	Seizure	11128
HP:0003621	Juvenile onset	55703
HP:0003593	Infantile onset	6929
HP:0002240	Hepatomegaly	1719
HP:0003593	Infantile onset	23299
HP:0003593	Infantile onset	8270
HP:0000006	Autosomal dominant inheritance	11281
HP:0000007	Autosomal recessive inheritance	123872
HP:0003621	Juvenile onset	6305
HP:0002014	Diarrhea	23417
HP:0002384	Focal impaired awareness seizure	2775
HP:0003593	Infantile onset	286676
HP:0000083	Renal insufficiency	54916
HP:0001263	Global developmental delay	26258
HP:0001263	Global developmental delay	25929
HP:0002783	Recurrent lower respiratory tract infections	213
HP:0003621	Juvenile onset	7068
HP:0002240	Hepatomegaly	846
HP:0002240	Hepatomegaly	55503
HP:0000006	Autosomal dominant inheritance	6389
HP:0000007	Autosomal recessive inheritance	5880
HP:0003621	Juvenile onset	51163
HP:0001250	Seizure	57502
HP:0003829	Typified by incomplete penetrance	26121
HP:0001263	Global developmental delay	374654
HP:0001263	Global developmental delay	84896
HP:0003621	Juvenile onset	10280
HP:0003621	Juvenile onset	84665
HP:0002783	Recurrent lower respiratory tract infections	2530
HP:0001263	Global developmental delay	2138
HP:0001263	Global developmental delay	5075
HP:0011463	Childhood onset	3861
HP:0002719	Recurrent infections	8493
HP:0001250	Seizure	317662
HP:0001263	Global developmental delay	6165
HP:0003593	Infantile onset	50617
HP:0000007	Autosomal recessive inheritance	30062
HP:0011463	Childhood onset	2783
HP:0001903	Anemia	51362
HP:0000006	Autosomal dominant inheritance	91
HP:0001824	Weight loss	1029
HP:0001824	Weight loss	3845
HP:0001824	Weight loss	4089
HP:0001824	Weight loss	7157
HP:0001824	Weight loss	23022
HP:0001824	Weight loss	285282
HP:0002039	Anorexia	672
HP:0002039	Anorexia	675
HP:0002039	Anorexia	79728
HP:0003593	Infantile onset	284098
HP:0001250	Seizure	3977
HP:0001954	Recurrent fever	3572
HP:0000006	Autosomal dominant inheritance	26999
HP:0001508	Failure to thrive	8540
HP:0001250	Seizure	84065
HP:0001508	Failure to thrive	6603
HP:0000006	Autosomal dominant inheritance	3172
HP:0003593	Infantile onset	85478
HP:0000007	Autosomal recessive inheritance	401
HP:0003565	Elevated erythrocyte sedimentation rate	91662
HP:0002240	Hepatomegaly	8546
HP:0000007	Autosomal recessive inheritance	3972
HP:0001250	Seizure	51733
HP:0003593	Infantile onset	29926
HP:0000006	Autosomal dominant inheritance	6729
HP:0003819	Death in childhood	5331
HP:0001263	Global developmental delay	115286
HP:0000006	Autosomal dominant inheritance	59
HP:0000006	Autosomal dominant inheritance	2978
HP:0000007	Autosomal recessive inheritance	79809
HP:0001263	Global developmental delay	3981
HP:0001263	Global developmental delay	7518
HP:0000007	Autosomal recessive inheritance	4654
HP:0002783	Recurrent lower respiratory tract infections	3908
HP:0000007	Autosomal recessive inheritance	347688
HP:0011463	Childhood onset	4773
HP:0000007	Autosomal recessive inheritance	55036
HP:0000007	Autosomal recessive inheritance	26123
HP:0000007	Autosomal recessive inheritance	65062
HP:0002014	Diarrhea	1174
HP:0000007	Autosomal recessive inheritance	5081
HP:0000007	Autosomal recessive inheritance	9897
HP:0000006	Autosomal dominant inheritance	7273
HP:0000007	Autosomal recessive inheritance	7518
HP:0003621	Juvenile onset	5837
HP:0000006	Autosomal dominant inheritance	135935
HP:0000006	Autosomal dominant inheritance	7867
HP:0001250	Seizure	4728
HP:0000006	Autosomal dominant inheritance	23435
HP:0000007	Autosomal recessive inheritance	6011
HP:0000007	Autosomal recessive inheritance	3861
HP:0001250	Seizure	7504
HP:0003621	Juvenile onset	374462
HP:0000006	Autosomal dominant inheritance	24145
HP:0003593	Infantile onset	7291
HP:0003621	Juvenile onset	149461
HP:0003593	Infantile onset	57459
HP:0003593	Infantile onset	6506
HP:0001250	Seizure	126328
HP:0000007	Autosomal recessive inheritance	8557
HP:0000083	Renal insufficiency	6569
HP:0001250	Seizure	8600
HP:0002135	Basal ganglia calcification	90
HP:0002384	Focal impaired awareness seizure	8496
HP:0003621	Juvenile onset	1495
HP:0001508	Failure to thrive	8550
HP:0001894	Thrombocytosis	1991
HP:0004429	Recurrent viral infections	1991
HP:0004429	Recurrent viral infections	2672
HP:0004429	Recurrent viral infections	6728
HP:0004429	Recurrent viral infections	10312
HP:0004429	Recurrent viral infections	81570
HP:0001945	Fever	6729
HP:0003621	Juvenile onset	256297
HP:0000007	Autosomal recessive inheritance	164656
HP:0000006	Autosomal dominant inheritance	9578
